"end_date","form","form.category","indicator.category","indicator.description","indicator.id","indicator.listHeader","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","Funded_by","Does your programme specifically/primarily target one of these beneficiary groups:","Local public institutions supported/involved through the implementation of activities","LCRP Appeal","Sector of Funding","report.id","site.id","start_date","Does your programme specifically/primarily target one of these beneficiary groups","Governorate","database.id","database"
"2019-01-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1308789921",NA,"Put '1' in THIS LINE for each month for which Activity-2.1.1 will be ongoing in this location","1",1,"Ansar","71073","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Ansar","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Germany",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m1766715371","s1939452872","2019-01-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i0526284718",NA,"2.1.1.3: # of community events organized by mechanisms/initiatives","Events",3,"Ansar","71073","El Nabatieh","LBN44","Nabatiye","9",NA,NA,NA,"Ansar","United Nations Development Programme","p0000000364","UNDP",NA,NA,"Germany",NA,"Municipalities,Social Development Centers","Yes","Social Stability","m0624447898","s1939452872","2019-02-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-04-30","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1308789921",NA,"Put '1' in THIS LINE for each month for which Activity-2.1.1 will be ongoing in this location","1",1,"Hasbaiya","74001","Hasbaiya","LBN42","Nabatiye","9",NA,NA,NA,"Hasbaiya","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities","Yes","Social Stability","m1591811167","s1953386471","2019-04-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i0526284718",NA,"2.1.1.3: # of community events organized by mechanisms/initiatives","Events",1,"Hasbaiya","74001","Hasbaiya","LBN42","Nabatiye","9",NA,NA,NA,"Hasbaiya","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities","Yes","Social Stability","m0781330257","s1953386471","2019-01-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1308789921",NA,"Put '1' in THIS LINE for each month for which Activity-2.1.1 will be ongoing in this location","1",1,"Hasbaiya","74001","Hasbaiya","LBN42","Nabatiye","9",NA,NA,NA,"Hasbaiya","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities","Yes","Social Stability","m0729897871","s1953386471","2019-02-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1066648138",NA,"2.1.1.1: # of newly established dialogue and conflict prevention initiatives/mechanisms","Initiatives",1,"Hasbaiya","74001","Hasbaiya","LBN42","Nabatiye","9",NA,NA,NA,"Hasbaiya","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities","Yes","Social Stability","m0781330257","s1953386471","2019-01-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1308789921",NA,"Put '1' in THIS LINE for each month for which Activity-2.1.1 will be ongoing in this location","1",1,"Hasbaiya","74001","Hasbaiya","LBN42","Nabatiye","9",NA,NA,NA,"Hasbaiya","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities","Yes","Social Stability","m0781330257","s1953386471","2019-01-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i0526284718",NA,"2.1.1.3: # of community events organized by mechanisms/initiatives","Events",1,"Hasbaiya","74001","Hasbaiya","LBN42","Nabatiye","9",NA,NA,NA,"Hasbaiya","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities","Yes","Social Stability","m0729897871","s1953386471","2019-02-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1308789921",NA,"Put '1' in THIS LINE for each month for which Activity-2.1.1 will be ongoing in this location","1",1,"Hasbaiya","74001","Hasbaiya","LBN42","Nabatiye","9",NA,NA,NA,"Hasbaiya","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities","Yes","Social Stability","m0047638459","s1953386471","2019-03-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-01-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1686051948",NA,"2.1.1.4_LEB: # of participants to events/initiatives","Individuals",22,"Hasbaiya","74001","Hasbaiya","LBN42","Nabatiye","9",NA,NA,NA,"Hasbaiya","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities","Yes","Social Stability","m0781330257","s1953386471","2019-01-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.1.1: Dispute resolution and conflict pr",NA,"i1686051948",NA,"2.1.1.4_LEB: # of participants to events/initiatives","Individuals",14,"Hasbaiya","74001","Hasbaiya","LBN42","Nabatiye","9",NA,NA,NA,"Hasbaiya","United Nations Development Programme","p0000000364","UNDP",NA,NA,"UK",NA,"Municipalities","Yes","Social Stability","m0729897871","s1953386471","2019-02-01",NA,NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.2.1: Youth initiatives",NA,"i1250357568",NA,"2.2.1.3_SYR_Male_15-24: # of youth trained on Life Skills, Conflict Resolution and Healthy Life styles","Individuals",1,"Baouchriye","22002","Metn","LBN36","Mont Liban","5",NA,NA,NA,"Baouchriye","Terre Des Hommes","p0000000516","TDH",NA,NA,"France",NA,"Municipalities","Yes","Social Stability","m0074441804","s1993511743","2019-03-01","Youth",NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","Outcome 2 : Dialogue and Conflict Prevention - Cadastre","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.2.1: Youth initiatives",NA,"i2049848937",NA,"2.2.1.3_SYR_Female_15-24: # of youth trained on Life Skills, Conflict Resolution and Healthy Life styles","Individuals",3,"Baouchriye","22002","Metn","LBN36","Mont Liban","5",NA,NA,NA,"Baouchriye","Terre Des Hommes","p0000000516","TDH",NA,NA,"France",NA,"Municipalities","Yes","Social Stability","m0074441804","s1993511743","2019-03-01","Youth",NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","Outcome 3: Conflict sensitivity mainstreamed - National","Outcome 3: Conflict sensitivity mainstreamed","Activity-3.1.3: Deliver Conflict Sensitivity Train",NA,"i0318992817",NA,"Put '1' in THIS LINE for each month for which Activity-3.1.3 will be ongoing in this location","1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United Nations Development Programme","p0000000364","UNDP",NA,NA,"UNDP",NA,NA,"Yes","Social Stability","m0424903015","s2028913409","2019-02-01",NA,"Akkar,Baalbek-El Hermel,Beirut,Bekaa,El Nabatieh,Mount Lebanon,North,South",10213,"LCRP-2019-R Social Stability"
"2019-01-31","Outcome 3: Conflict sensitivity mainstreamed - National","Outcome 3: Conflict sensitivity mainstreamed","Activity-3.1.3: Deliver Conflict Sensitivity Train",NA,"i0318992817",NA,"Put '1' in THIS LINE for each month for which Activity-3.1.3 will be ongoing in this location","1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United Nations Development Programme","p0000000364","UNDP",NA,NA,"UNDP",NA,NA,"Yes","Social Stability","m0652213714","s2028913409","2019-01-01",NA,"Akkar,Baalbek-El Hermel,Beirut,Bekaa,El Nabatieh,Mount Lebanon,North,South",10213,"LCRP-2019-R Social Stability"
"2019-02-28","Outcome 3: Conflict sensitivity mainstreamed - National","Outcome 3: Conflict sensitivity mainstreamed","Activity-3.1.3: Deliver Conflict Sensitivity Train",NA,"i0483667016",NA,"3.1.3.1: # of LCRP partners whose staff have been trained","Partners",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United Nations Development Programme","p0000000364","UNDP",NA,NA,"UNDP",NA,NA,"Yes","Social Stability","m0424903015","s2028913409","2019-02-01",NA,"Akkar,Baalbek-El Hermel,Beirut,Bekaa,El Nabatieh,Mount Lebanon,North,South",10213,"LCRP-2019-R Social Stability"
"2019-02-28","Outcome 3: Conflict sensitivity mainstreamed - National","Outcome 3: Conflict sensitivity mainstreamed","Activity-3.1.3: Deliver Conflict Sensitivity Train",NA,"i1606550100",NA,"3.1.3.2: # of male LCRP staff trained","Individuals",44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United Nations Development Programme","p0000000364","UNDP",NA,NA,"UNDP",NA,NA,"Yes","Social Stability","m0424903015","s2028913409","2019-02-01",NA,"Akkar,Baalbek-El Hermel,Beirut,Bekaa,El Nabatieh,Mount Lebanon,North,South",10213,"LCRP-2019-R Social Stability"
"2019-02-28","Outcome 3: Conflict sensitivity mainstreamed - National","Outcome 3: Conflict sensitivity mainstreamed","Activity-3.1.3: Deliver Conflict Sensitivity Train",NA,"i2002649469",NA,"3.1.3.2: # of female LCRP staff trained","Individuals",44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United Nations Development Programme","p0000000364","UNDP",NA,NA,"UNDP",NA,NA,"Yes","Social Stability","m0424903015","s2028913409","2019-02-01",NA,"Akkar,Baalbek-El Hermel,Beirut,Bekaa,El Nabatieh,Mount Lebanon,North,South",10213,"LCRP-2019-R Social Stability"
"2019-03-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.2.1: Youth initiatives",NA,"i1529839771",NA,"2.2.1.3_SYR_Male_15-24: # of youth trained on Life Skills, Conflict Resolution and Healthy Life styles","Individuals",1,NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban","Terre Des Hommes","p0000000516","TDH",NA,NA,"France",NA,"Municipalities","Yes","Social Stability","m0346900876","s0549487824","2019-03-01","Youth",NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.2.1: Youth initiatives",NA,"i0603572587",NA,"2.2.1.3_SYR_Female_15-24: # of youth trained on Life Skills, Conflict Resolution and Healthy Life styles","Individuals",3,NA,NA,NA,NA,"Mont Liban","5",NA,NA,NA,"Mont Liban","Terre Des Hommes","p0000000516","TDH",NA,NA,"France",NA,"Municipalities","Yes","Social Stability","m0346900876","s0549487824","2019-03-01","Youth",NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.2.1: Youth initiatives",NA,"i0326920447",NA,"2.2.1.1: # youth initiatives established - sports clubs/ artistic activities","Initiatives",1,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye",NA,"p0000001979","Hilfswerk Austria International",NA,NA,"Austria",NA,"Schools","Yes","Social Stability","m1470335770","s0606764404","2019-03-01","Youth",NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.2.1: Youth initiatives",NA,"i0326920447",NA,"2.2.1.1: # youth initiatives established - sports clubs/ artistic activities","Initiatives",3,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye",NA,"p0000001979","Hilfswerk Austria International",NA,NA,"Austria",NA,"Schools","Yes","Social Stability","m2055385502","s0606764404","2019-02-01","Youth",NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.2.1: Youth initiatives",NA,"i1685510385",NA,"2.2.1.2: # of children participating in initiatives","Individuals",60,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye",NA,"p0000001979","Hilfswerk Austria International",NA,NA,"Austria",NA,"Schools","Yes","Social Stability","m1470335770","s0606764404","2019-03-01","Youth",NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.2.1: Youth initiatives",NA,"i1642233542",NA,"2.2.1.1: # youth initiatives established - other recreational / cultural activities","Initiatives",1,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye",NA,"p0000001979","Hilfswerk Austria International",NA,NA,"Austria",NA,"Schools","Yes","Social Stability","m1470335770","s0606764404","2019-03-01","Youth",NA,10213,"LCRP-2019-R Social Stability"
"2019-08-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.2.1: Youth initiatives",NA,"i2029642538",NA,"Put '1' in THIS LINE for each month for which Activity-2.2.1 will be ongoing in this location","1",1,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye",NA,"p0000001979","Hilfswerk Austria International",NA,NA,"Austria",NA,"Schools","Yes","Social Stability","m0039972672","s0606764404","2019-08-01","Youth",NA,10213,"LCRP-2019-R Social Stability"
"2019-06-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.2.1: Youth initiatives",NA,"i2029642538",NA,"Put '1' in THIS LINE for each month for which Activity-2.2.1 will be ongoing in this location","1",1,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye",NA,"p0000001979","Hilfswerk Austria International",NA,NA,"Austria",NA,"Schools","Yes","Social Stability","m0169129419","s0606764404","2019-06-01","Youth",NA,10213,"LCRP-2019-R Social Stability"
"2019-07-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.2.1: Youth initiatives",NA,"i2029642538",NA,"Put '1' in THIS LINE for each month for which Activity-2.2.1 will be ongoing in this location","1",1,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye",NA,"p0000001979","Hilfswerk Austria International",NA,NA,"Austria",NA,"Schools","Yes","Social Stability","m1520853381","s0606764404","2019-07-01","Youth",NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.2.1: Youth initiatives",NA,"i1685510385",NA,"2.2.1.2: # of children participating in initiatives","Individuals",60,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye",NA,"p0000001979","Hilfswerk Austria International",NA,NA,"Austria",NA,"Schools","Yes","Social Stability","m2055385502","s0606764404","2019-02-01","Youth",NA,10213,"LCRP-2019-R Social Stability"
"2019-04-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.2.1: Youth initiatives",NA,"i2029642538",NA,"Put '1' in THIS LINE for each month for which Activity-2.2.1 will be ongoing in this location","1",1,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye",NA,"p0000001979","Hilfswerk Austria International",NA,NA,"Austria",NA,"Schools","Yes","Social Stability","m1145735033","s0606764404","2019-04-01","Youth",NA,10213,"LCRP-2019-R Social Stability"
"2019-03-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.2.1: Youth initiatives",NA,"i2029642538",NA,"Put '1' in THIS LINE for each month for which Activity-2.2.1 will be ongoing in this location","1",1,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye",NA,"p0000001979","Hilfswerk Austria International",NA,NA,"Austria",NA,"Schools","Yes","Social Stability","m1470335770","s0606764404","2019-03-01","Youth",NA,10213,"LCRP-2019-R Social Stability"
"2019-05-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.2.1: Youth initiatives",NA,"i2029642538",NA,"Put '1' in THIS LINE for each month for which Activity-2.2.1 will be ongoing in this location","1",1,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye",NA,"p0000001979","Hilfswerk Austria International",NA,NA,"Austria",NA,"Schools","Yes","Social Stability","m1717441045","s0606764404","2019-05-01","Youth",NA,10213,"LCRP-2019-R Social Stability"
"2019-02-28","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Outcome 2 : Dialogue and Conflict Prevention","Activity-2.2.1: Youth initiatives",NA,"i2029642538",NA,"Put '1' in THIS LINE for each month for which Activity-2.2.1 will be ongoing in this location","1",1,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye",NA,"p0000001979","Hilfswerk Austria International",NA,NA,"Austria",NA,"Schools","Yes","Social Stability","m2055385502","s0606764404","2019-02-01","Youth",NA,10213,"LCRP-2019-R Social Stability"
