"end_date","form","form.category","indicator.category","indicator.description","indicator.id","indicator.listHeader","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","report.id","site.id","start_date","database.id","database"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0946625199","Disability Indicator","5.4.1.c_Intellectual: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","4","Bourj Hammoud","22001","Metn","LBN36","Mont Liban","5","LBN36040","33.88768","35.54119","LOC: Borj Hammoud","Assabil Association","p0000023693","Assabil Association",NA,NA,"m2127914930","s1878890442","2019-07-01",10191,"UNICEF-2019-R-C4D"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i2060552245",NA,"5.4.1.c_SYR_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","50","Bourj Hammoud","22001","Metn","LBN36","Mont Liban","5","LBN36040","33.88768","35.54119","LOC: Borj Hammoud","Assabil Association","p0000023693","Assabil Association",NA,NA,"m2127914930","s1878890442","2019-07-01",10191,"UNICEF-2019-R-C4D"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1064454304","Disability Indicator","5.4.1.c_Motor/Mobility: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","1","Bourj Hammoud","22001","Metn","LBN36","Mont Liban","5","LBN36040","33.88768","35.54119","LOC: Borj Hammoud","Assabil Association","p0000023693","Assabil Association",NA,NA,"m2127914930","s1878890442","2019-07-01",10191,"UNICEF-2019-R-C4D"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1064454304","Disability Indicator","5.4.1.c_Motor/Mobility: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","25","Aain Zhalta","23067","Chouf","LBN33","Mont Liban","5","LBN33014","33.74088","35.69927","LOC: Ain Zhalta","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1384786234","s1888370587","2019-07-01",10191,"UNICEF-2019-R-C4D"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1520496114",NA,"5.4.1.c_SYR_Female: # of children reached with C4D priority child rights messages (outreach)","Children","15","Aain Zhalta","23067","Chouf","LBN33","Mont Liban","5","LBN33014","33.74088","35.69927","LOC: Ain Zhalta","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1384786234","s1888370587","2019-07-01",10191,"UNICEF-2019-R-C4D"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1603522996",NA,"5.4.1.c_LEB_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","65","Aain Zhalta","23067","Chouf","LBN33","Mont Liban","5","LBN33014","33.74088","35.69927","LOC: Ain Zhalta","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1384786234","s1888370587","2019-07-01",10191,"UNICEF-2019-R-C4D"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i2060552245",NA,"5.4.1.c_SYR_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","10","Aain Zhalta","23067","Chouf","LBN33","Mont Liban","5","LBN33014","33.74088","35.69927","LOC: Ain Zhalta","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1384786234","s1888370587","2019-07-01",10191,"UNICEF-2019-R-C4D"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0645622301",NA,"5.4.1.c_SYR_Male: # of children reached with C4D priority child rights messages (outreach)","Children","10","Aain Zhalta","23067","Chouf","LBN33","Mont Liban","5","LBN33014","33.74088","35.69927","LOC: Ain Zhalta","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1384786234","s1888370587","2019-07-01",10191,"UNICEF-2019-R-C4D"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1818520331",NA,"5.4.1.c_LEB_Male: # of children reached with C4D priority child rights messages (outreach)","Children","45","Aain Zhalta","23067","Chouf","LBN33","Mont Liban","5","LBN33014","33.74088","35.69927","LOC: Ain Zhalta","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1384786234","s1888370587","2019-07-01",10191,"UNICEF-2019-R-C4D"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0598232530",NA,"5.4.1.c_LEB_Female: # of children reached with C4D priority child rights messages (outreach)","Children","55","Aain Zhalta","23067","Chouf","LBN33","Mont Liban","5","LBN33014","33.74088","35.69927","LOC: Ain Zhalta","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1384786234","s1888370587","2019-07-01",10191,"UNICEF-2019-R-C4D"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0411270128",NA,"5.4.1.c_SYR_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","15","Aain Zhalta","23067","Chouf","LBN33","Mont Liban","5","LBN33014","33.74088","35.69927","LOC: Ain Zhalta","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1384786234","s1888370587","2019-07-01",10191,"UNICEF-2019-R-C4D"
"2019-07-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1088454760",NA,"5.4.1.c_LEB_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","115","Aain Zhalta","23067","Chouf","LBN33","Mont Liban","5","LBN33014","33.74088","35.69927","LOC: Ain Zhalta","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1384786234","s1888370587","2019-07-01",10191,"UNICEF-2019-R-C4D"
"2021-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0645622301",NA,"5.4.1.c_SYR_Male: # of children reached with C4D priority child rights messages (outreach)","Children","30","Iaat","53027","Baalbek","LBN21","Baalbek_Hermel","3","53123-01-007","34.0664","36.1569","IS: Iaat 007","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1117717562","s1893189166","2021-10-01",10191,"UNICEF-2019-R-C4D"
"2021-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0598232530",NA,"5.4.1.c_LEB_Female: # of children reached with C4D priority child rights messages (outreach)","Children","13","Iaat","53027","Baalbek","LBN21","Baalbek_Hermel","3","53123-01-007","34.0664","36.1569","IS: Iaat 007","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1117717562","s1893189166","2021-10-01",10191,"UNICEF-2019-R-C4D"
"2021-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i2060552245",NA,"5.4.1.c_SYR_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","3","Iaat","53027","Baalbek","LBN21","Baalbek_Hermel","3","53123-01-007","34.0664","36.1569","IS: Iaat 007","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1117717562","s1893189166","2021-10-01",10191,"UNICEF-2019-R-C4D"
"2021-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1818520331",NA,"5.4.1.c_LEB_Male: # of children reached with C4D priority child rights messages (outreach)","Children","22","Iaat","53027","Baalbek","LBN21","Baalbek_Hermel","3","53123-01-007","34.0664","36.1569","IS: Iaat 007","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1117717562","s1893189166","2021-10-01",10191,"UNICEF-2019-R-C4D"
"2021-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1603522996",NA,"5.4.1.c_LEB_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","13","Iaat","53027","Baalbek","LBN21","Baalbek_Hermel","3","53123-01-007","34.0664","36.1569","IS: Iaat 007","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1117717562","s1893189166","2021-10-01",10191,"UNICEF-2019-R-C4D"
"2021-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1088454760",NA,"5.4.1.c_LEB_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","18","Iaat","53027","Baalbek","LBN21","Baalbek_Hermel","3","53123-01-007","34.0664","36.1569","IS: Iaat 007","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1117717562","s1893189166","2021-10-01",10191,"UNICEF-2019-R-C4D"
"2021-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i0411270128",NA,"5.4.1.c_SYR_Female: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","4","Iaat","53027","Baalbek","LBN21","Baalbek_Hermel","3","53123-01-007","34.0664","36.1569","IS: Iaat 007","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1117717562","s1893189166","2021-10-01",10191,"UNICEF-2019-R-C4D"
"2021-10-31","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i1520496114",NA,"5.4.1.c_SYR_Female: # of children reached with C4D priority child rights messages (outreach)","Children","26","Iaat","53027","Baalbek","LBN21","Baalbek_Hermel","3","53123-01-007","34.0664","36.1569","IS: Iaat 007","Awrad Association","p0000023699","Awrad Association",NA,NA,"m1117717562","s1893189166","2021-10-01",10191,"UNICEF-2019-R-C4D"
"2019-09-30","GOVERNORATE - OUTCOME 5: Social inclusion. Multidimensional child poverty is reduced with increased national- and community-level action for children",NA,NA,"# of men, women and children reached with C4D priority child rights messages","i2060552245",NA,"5.4.1.c_SYR_Male: # of men, women and children reached with C4D priority child rights messages (outreach)","Individuals","60","Mazraa foncière","10009","Beirut","LBN11","Beyrouth","7","LBN11054","33.87379","35.50219","LOC: Tariq El Jdide","Assabil Association","p0000023693","Assabil Association",NA,NA,"m2120383414","s1895737577","2019-09-01",10191,"UNICEF-2019-R-C4D"
