"end_date","form","form.category","indicator.category","indicator.id","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","Local public institutions supported/involved through the implementation of activities","LCRP Appeal","Sector of Funding","Does your programme specifically/primarily target one of these beneficiary groups:","Funded_by","report.id","site.id","start_date","Does your programme specifically/primarily target one of these beneficiary groups","Governorate","database.id","database"
"2018-06-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i2106379803","2.1.1.2: # of female LEB youth engaged in mechanisms","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m1475250757","s0846153867","2018-06-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-11-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i2131937806","2.2.1.3: # female LEB youth trained on Life Skills, Conflict Resolution and Healthy Life styles","Individuals",1,NA,NA,NA,NA,"Beyrouth","7",NA,NA,NA,"Beyrouth","GAME","p0000018063","GAME",NA,NA,"Municipalities,Schools","Yes","Social Stability",NA,"Others","m0063232735","s0846153867","2018-11-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-02-28","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability",NA,"i0342496613","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","Search For Common Ground","p0000000272","SFCG",NA,NA,"Municipalities","No","Social Stability",NA,"European Commission","m0487881219","s1161908044","2018-02-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-01-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i1876254530","2.2.1.1: # of projects, campaigns, QIPs, actions implemented under the scope of youth initiatives","Projects",4,NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","Search For Common Ground","p0000000272","SFCG",NA,NA,"Municipalities","No","Social Stability",NA,"European Commission","m1729968969","s1161908044","2018-01-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-05-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability",NA,"i0342496613","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","Search For Common Ground","p0000000272","SFCG",NA,NA,"Municipalities","No","Social Stability",NA,"European Commission","m0173233428","s1161908044","2018-05-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability",NA,"i0342496613","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","Search For Common Ground","p0000000272","SFCG",NA,NA,"Municipalities","No","Social Stability",NA,"European Commission","m0134120258","s1161908044","2018-04-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-01-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability",NA,"i0342496613","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","Search For Common Ground","p0000000272","SFCG",NA,NA,"Municipalities","No","Social Stability",NA,"European Commission","m1729968969","s1161908044","2018-01-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-01-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i0870099396","2.2.1.1: # youth initiatives established - active citizenship & community service initiatives","Initiatives",1,NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","Search For Common Ground","p0000000272","SFCG",NA,NA,"Municipalities","No","Social Stability",NA,"European Commission","m1729968969","s1161908044","2018-01-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-03-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability",NA,"i0342496613","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,NA,NA,NA,NA,"Akkar","2",NA,NA,NA,"Akkar","Search For Common Ground","p0000000272","SFCG",NA,NA,"Municipalities","No","Social Stability",NA,"European Commission","m1964941808","s1161908044","2018-03-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-01-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i1876254530","2.2.1.1: # of projects, campaigns, QIPs, actions implemented under the scope of youth initiatives","Projects",1,NA,NA,NA,NA,"Bekaa","6",NA,NA,NA,"Bekaa","Search For Common Ground","p0000000272","SFCG",NA,NA,"Municipalities","No","Social Stability",NA,"European Commission","m0751023990","s1505364835","2018-01-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-02-28","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability",NA,"i0342496613","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,NA,NA,NA,NA,"Bekaa","6",NA,NA,NA,"Bekaa","Search For Common Ground","p0000000272","SFCG",NA,NA,"Municipalities","No","Social Stability",NA,"European Commission","m1952576994","s1505364835","2018-02-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability",NA,"i0342496613","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,NA,NA,NA,NA,"Bekaa","6",NA,NA,NA,"Bekaa","Search For Common Ground","p0000000272","SFCG",NA,NA,"Municipalities","No","Social Stability",NA,"European Commission","m0378681371","s1505364835","2018-04-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-01-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i0870099396","2.2.1.1: # youth initiatives established - active citizenship & community service initiatives","Initiatives",1,NA,NA,NA,NA,"Bekaa","6",NA,NA,NA,"Bekaa","Search For Common Ground","p0000000272","SFCG",NA,NA,"Municipalities","No","Social Stability",NA,"European Commission","m0751023990","s1505364835","2018-01-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-03-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability",NA,"i0342496613","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,NA,NA,NA,NA,"Bekaa","6",NA,NA,NA,"Bekaa","Search For Common Ground","p0000000272","SFCG",NA,NA,"Municipalities","No","Social Stability",NA,"European Commission","m1898505847","s1505364835","2018-03-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-05-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability",NA,"i0342496613","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,NA,NA,NA,NA,"Bekaa","6",NA,NA,NA,"Bekaa","Search For Common Ground","p0000000272","SFCG",NA,NA,"Municipalities","No","Social Stability",NA,"European Commission","m1090068601","s1505364835","2018-05-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-01-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability",NA,"i0342496613","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,NA,NA,NA,NA,"Bekaa","6",NA,NA,NA,"Bekaa","Search For Common Ground","p0000000272","SFCG",NA,NA,"Municipalities","No","Social Stability",NA,"European Commission","m0751023990","s1505364835","2018-01-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-05-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability",NA,"i0342496613","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Search For Common Ground","p0000000272","SFCG",NA,NA,"Municipalities","No","Social Stability",NA,"European Commission","m0297791327","s1522117297","2018-05-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability",NA,"i0342496613","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Search For Common Ground","p0000000272","SFCG",NA,NA,"Municipalities","No","Social Stability",NA,"European Commission","m1249498649","s1522117297","2018-04-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-01-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i0870099396","2.2.1.1: # youth initiatives established - active citizenship & community service initiatives","Initiatives",1,NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Search For Common Ground","p0000000272","SFCG",NA,NA,"Municipalities","No","Social Stability",NA,"European Commission","m0451154521","s1522117297","2018-01-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-01-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability",NA,"i0342496613","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Search For Common Ground","p0000000272","SFCG",NA,NA,"Municipalities","No","Social Stability",NA,"European Commission","m0451154521","s1522117297","2018-01-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-01-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i1876254530","2.2.1.1: # of projects, campaigns, QIPs, actions implemented under the scope of youth initiatives","Projects",2,NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Search For Common Ground","p0000000272","SFCG",NA,NA,"Municipalities","No","Social Stability",NA,"European Commission","m0451154521","s1522117297","2018-01-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-02-28","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability",NA,"i0342496613","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Search For Common Ground","p0000000272","SFCG",NA,NA,"Municipalities","No","Social Stability",NA,"European Commission","m0580140859","s1522117297","2018-02-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-03-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability",NA,"i0342496613","Put '1' in THIS LINE for each month for which your programme will be ongoing in this location","1",1,NA,NA,NA,NA,"Sud","8",NA,NA,NA,"Sud","Search For Common Ground","p0000000272","SFCG",NA,NA,"Municipalities","No","Social Stability",NA,"European Commission","m0611905838","s1522117297","2018-03-01",NA,NA,8415,"LCRP-2018-R Social Stability"
"2018-11-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i2048606882","2.2.1.2: # male LEB youth participating in initiatives","Individuals",1,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","GAME","p0000018063","GAME",NA,NA,"Municipalities,Social Development Centers,Schools","Yes","Social Stability",NA,"Others","m0509305858","s1627532241","2018-11-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-03-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i2027883567","2.1.1.2: # of male LEB community representatives engaged in mechanisms","Individuals",2,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","GAME","p0000018063","GAME",NA,NA,"Municipalities,Social Development Centers,Schools","Yes","Social Stability",NA,"Others","m1491628993","s1627532241","2018-03-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-07-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i1763554479","2.1.1.4: # of LEB participants to events/initiatives","Individuals",1,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","GAME","p0000018063","GAME",NA,NA,"Municipalities,Social Development Centers,Schools","Yes","Social Stability",NA,"Others","m1986993113","s1627532241","2018-07-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-10-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i1822515646","2.1.1.2: # of male LEB youth engaged in mechanisms","Individuals",1,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","GAME","p0000018063","GAME",NA,NA,"Municipalities,Social Development Centers,Schools","Yes","Social Stability",NA,"Others","m1534025062","s1627532241","2018-10-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-06-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i0280879078","2.2.1.2: # male SYR youth participating in initiatives","Individuals",1,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","GAME","p0000018063","GAME",NA,NA,"Municipalities,Social Development Centers,Schools","Yes","Social Stability",NA,"Others","m1234135338","s1627532241","2018-06-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-10-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i0694435080","2.2.1.1: # youth initiatives established - sports clubs/ artistic activities","Initiatives",1,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","GAME","p0000018063","GAME",NA,NA,"Municipalities,Social Development Centers,Schools","Yes","Social Stability",NA,"Others","m1534025062","s1627532241","2018-10-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-05-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i2027883567","2.1.1.2: # of male LEB community representatives engaged in mechanisms","Individuals",1,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","GAME","p0000018063","GAME",NA,NA,"Municipalities,Social Development Centers,Schools","Yes","Social Stability",NA,"Others","m1633860468","s1627532241","2018-05-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i2027883567","2.1.1.2: # of male LEB community representatives engaged in mechanisms","Individuals",1,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","GAME","p0000018063","GAME",NA,NA,"Municipalities,Social Development Centers,Schools","Yes","Social Stability",NA,"Others","m0768301434","s1627532241","2018-04-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-03-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.1.1: Dispute resolution and conflict pr","i1822515646","2.1.1.2: # of male LEB youth engaged in mechanisms","Individuals",6,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","GAME","p0000018063","GAME",NA,NA,"Municipalities,Social Development Centers,Schools","Yes","Social Stability",NA,"Others","m1491628993","s1627532241","2018-03-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-05-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i0694435080","2.2.1.1: # youth initiatives established - sports clubs/ artistic activities","Initiatives",1,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","GAME","p0000018063","GAME",NA,NA,"Municipalities,Social Development Centers,Schools","Yes","Social Stability",NA,"Others","m1633860468","s1627532241","2018-05-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-04-30","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i0280879078","2.2.1.2: # male SYR youth participating in initiatives","Individuals",1,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","GAME","p0000018063","GAME",NA,NA,"Municipalities,Social Development Centers,Schools","Yes","Social Stability",NA,"Others","m0768301434","s1627532241","2018-04-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-05-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i0401198588","2.2.1.2: # female LEB youth participating in initiatives","Individuals",1,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","GAME","p0000018063","GAME",NA,NA,"Municipalities,Social Development Centers,Schools","Yes","Social Stability",NA,"Others","m1633860468","s1627532241","2018-05-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-07-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i1871598878","2.2.1.3: # male SYR youth trained on Life Skills, Conflict Resolution and Healthy Life styles","Individuals",1,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","GAME","p0000018063","GAME",NA,NA,"Municipalities,Social Development Centers,Schools","Yes","Social Stability",NA,"Others","m1986993113","s1627532241","2018-07-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-05-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i0569598000","2.2.1.2: # female SYR youth participating in initiatives","Individuals",1,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","GAME","p0000018063","GAME",NA,NA,"Municipalities,Social Development Centers,Schools","Yes","Social Stability",NA,"Others","m1633860468","s1627532241","2018-05-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-05-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i1102607225","2.2.1.2: # of children participating in initiatives","Individuals",1,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","GAME","p0000018063","GAME",NA,NA,"Municipalities,Social Development Centers,Schools","Yes","Social Stability",NA,"Others","m1633860468","s1627532241","2018-05-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
"2018-08-31","Outcome 2 : Dialogue and Conflict Prevention - Governorate","Social Stability","Activity-2.2.1: Youth initiatives","i0569598000","2.2.1.2: # female SYR youth participating in initiatives","Individuals",1,NA,NA,NA,NA,"Nabatiye","9",NA,NA,NA,"Nabatiye","GAME","p0000018063","GAME",NA,NA,"Municipalities,Social Development Centers,Schools","Yes","Social Stability",NA,"Others","m0375363380","s1627532241","2018-08-01","Women,PWD,Youth",NA,8415,"LCRP-2018-R Social Stability"
