"end_date","form","form.category","indicator.category","indicator.description","indicator.id","indicator.listHeader","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","Funded_by","report.id","site.id","start_date","Direct implementation (refers to services being provided by an NGO partner in the SDCs premises)","Case management for SGBV survivors (Gender)","Case management for SGBV survivors (Nationality)","Like skills (Gender)","Focused PSS (Gender)","Socio Economic Empowerment (Nationality)","Direct provision of legal services (Age)","Socio Economic Empowerment (Gender)","Focused PSS (Nationality)","Engagement of men and boys","Awareness raising (Gender)","Case management for SGBV survivors (Age)","Like skills (Age)","Direct provision of legal services (Gender)","Awareness raising (Age)","Direct provision of MH (Gender)","Awareness raising (Nationality)","Direct provision of MH (Age)","Secured funding","Direct provision of legal services (Nationality)","Focused PSS (Age)","Support to NGO (refers to provision of capacity building, incentives or other forms of support to SDCs staff and structure to directly implement activities)","Referral to legal services","Socio Economic Empowerment (Age)","Direct provision of MH (Nationality)","Referral to MH","Like skills (Nationality)","W/G/M/B","Group (emotional support)","Individual PSS","Group (life skills)","Group (recreational activities)","Group (technical skills)","Legal awareness","Legal representation","Individual legal counselling","database.id","database"
"2019-01-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","[Gender] # of women, girls, men and boys sensitized on SGBV","i0169713686",NA,"3.3.C: # of Female sensitized on SGBV (incl. influential leaders)","Persons","414",NA,NA,"Chouf","LBN33","Mont Liban","5",NA,NA,NA,"Chouf","Naba’a","p0000016664","Naba’a",NA,NA,"UNFPA","m0702962623","s0438170827","2019-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-03-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","# of women, girls, men and boys sensitized on SGBV","i1267063979",NA,"3.3.C_PRS: # of women, girls, men and boys sensitized on SGBV (incl. influential leaders)","Persons","1",NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","Heartland Alliance","p0000001384","Heartland",NA,NA,"Independent","m0296715918","s0440632207","2019-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-02-28","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","# of women, girls, men and boys sensitized on SGBV","i0822032593",NA,"3.3.C_LEB: # of women, girls, men and boys sensitized on SGBV (incl. influential leaders)","Persons","35",NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","Heartland Alliance","p0000001384","Heartland",NA,NA,"Independent","m1284947338","s0440632207","2019-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-03-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","[Age] # of women, girls, men and boys sensitized on SGBV","i0629161707",NA,"3.3.C: # of (Age >= 18) sensitized on SGBV (incl. influential leaders)","Persons","711",NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","Heartland Alliance","p0000001384","Heartland",NA,NA,"Independent","m0296715918","s0440632207","2019-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-01-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","[Age] # of women, girls, men and boys sensitized on SGBV","i1123190516",NA,"3.3.C: # of (Age < 18) sensitized on SGBV (incl. influential leaders)","Persons","165",NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","Heartland Alliance","p0000001384","Heartland",NA,NA,"Independent","m0092313404","s0440632207","2019-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-01-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","[Gender] # of women, girls, men and boys sensitized on SGBV","i0169713686",NA,"3.3.C: # of Female sensitized on SGBV (incl. influential leaders)","Persons","935",NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","Heartland Alliance","p0000001384","Heartland",NA,NA,"Independent","m0092313404","s0440632207","2019-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-02-28","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","# of women, girls, men and boys sensitized on SGBV","i1267063979",NA,"3.3.C_PRS: # of women, girls, men and boys sensitized on SGBV (incl. influential leaders)","Persons","2",NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","Heartland Alliance","p0000001384","Heartland",NA,NA,"Independent","m1284947338","s0440632207","2019-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-02-28","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","# of women, girls, men and boys sensitized on SGBV","i0669615389",NA,"3.3.C_SYR: # of women, girls, men and boys sensitized on SGBV (incl. influential leaders)","Persons","901",NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","Heartland Alliance","p0000001384","Heartland",NA,NA,"Independent","m1284947338","s0440632207","2019-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-03-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","[Gender] # of women, girls, men and boys sensitized on SGBV","i0169713686",NA,"3.3.C: # of Female sensitized on SGBV (incl. influential leaders)","Persons","778",NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","Heartland Alliance","p0000001384","Heartland",NA,NA,"Independent","m0296715918","s0440632207","2019-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-01-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.A","Total # of Participants in the post test (result from the Tool-2 of the M&E framework)","i0198340825",NA,"3.3.A: Total # of Participants in the post test (result from the Tool-2 of the M&E framework)","Persons","7",NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","Heartland Alliance","p0000001384","Heartland",NA,NA,"Independent","m0092313404","s0440632207","2019-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-01-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","# of women, girls, men and boys sensitized on SGBV","i0669615389",NA,"3.3.C_SYR: # of women, girls, men and boys sensitized on SGBV (incl. influential leaders)","Persons","935",NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","Heartland Alliance","p0000001384","Heartland",NA,NA,"Independent","m0092313404","s0440632207","2019-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-03-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","[Age] # of women, girls, men and boys sensitized on SGBV","i1123190516",NA,"3.3.C: # of (Age < 18) sensitized on SGBV (incl. influential leaders)","Persons","67",NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","Heartland Alliance","p0000001384","Heartland",NA,NA,"Independent","m0296715918","s0440632207","2019-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-02-28","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","[Age] # of women, girls, men and boys sensitized on SGBV","i0629161707",NA,"3.3.C: # of (Age >= 18) sensitized on SGBV (incl. influential leaders)","Persons","787",NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","Heartland Alliance","p0000001384","Heartland",NA,NA,"Independent","m1284947338","s0440632207","2019-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-02-28","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","[Age] # of women, girls, men and boys sensitized on SGBV","i1123190516",NA,"3.3.C: # of (Age < 18) sensitized on SGBV (incl. influential leaders)","Persons","151",NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","Heartland Alliance","p0000001384","Heartland",NA,NA,"Independent","m1284947338","s0440632207","2019-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-03-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","# of women, girls, men and boys sensitized on SGBV","i0669615389",NA,"3.3.C_SYR: # of women, girls, men and boys sensitized on SGBV (incl. influential leaders)","Persons","758",NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","Heartland Alliance","p0000001384","Heartland",NA,NA,"Independent","m0296715918","s0440632207","2019-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-02-28","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","[Gender] # of women, girls, men and boys sensitized on SGBV","i0169713686",NA,"3.3.C: # of Female sensitized on SGBV (incl. influential leaders)","Persons","915",NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","Heartland Alliance","p0000001384","Heartland",NA,NA,"Independent","m1284947338","s0440632207","2019-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-02-28","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","[Gender] # of women, girls, men and boys sensitized on SGBV","i1558814535",NA,"3.3.C: # of Male sensitized on SGBV (incl. influential leaders)","Persons","23",NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","Heartland Alliance","p0000001384","Heartland",NA,NA,"Independent","m1284947338","s0440632207","2019-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-01-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","[Age] # of women, girls, men and boys sensitized on SGBV","i0629161707",NA,"3.3.C: # of (Age >= 18) sensitized on SGBV (incl. influential leaders)","Persons","770",NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","Heartland Alliance","p0000001384","Heartland",NA,NA,"Independent","m0092313404","s0440632207","2019-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-01-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.A","# of correct answers in the post test (result from the Tool-2 of the M&E framework)","i1243871523",NA,"3.3.A: # of correct answers in the post test (result from the Tool-2 of the M&E framework)","#","7",NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","Heartland Alliance","p0000001384","Heartland",NA,NA,"Independent","m0092313404","s0440632207","2019-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-03-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","# of women, girls, men and boys sensitized on SGBV","i0822032593",NA,"3.3.C_LEB: # of women, girls, men and boys sensitized on SGBV (incl. influential leaders)","Persons","19",NA,NA,"West Bekaa","LBN24","Bekaa","6",NA,NA,NA,"West Bekaa","Heartland Alliance","p0000001384","Heartland",NA,NA,"Independent","m0296715918","s0440632207","2019-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-03-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","[Gender] # of women, girls, men and boys sensitized on SGBV","i0169713686",NA,"3.3.C: # of Female sensitized on SGBV (incl. influential leaders)","Persons","174",NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","International Rescue Committee","p0000000016","IRC",NA,NA,"UNOCHA","m0540123840","s0490813177","2019-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-02-28","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","# of women, girls, men and boys sensitized on SGBV","i0669615389",NA,"3.3.C_SYR: # of women, girls, men and boys sensitized on SGBV (incl. influential leaders)","Persons","212",NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","International Rescue Committee","p0000000016","IRC",NA,NA,"UNOCHA","m1844072799","s0490813177","2019-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-03-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","# of women, girls, men and boys sensitized on SGBV","i0822032593",NA,"3.3.C_LEB: # of women, girls, men and boys sensitized on SGBV (incl. influential leaders)","Persons","54",NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","International Rescue Committee","p0000000016","IRC",NA,NA,"UNOCHA","m0540123840","s0490813177","2019-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-02-28","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","# of women, girls, men and boys sensitized on SGBV","i0822032593",NA,"3.3.C_LEB: # of women, girls, men and boys sensitized on SGBV (incl. influential leaders)","Persons","36",NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","International Rescue Committee","p0000000016","IRC",NA,NA,"UNOCHA","m1844072799","s0490813177","2019-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-03-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","[Age] # of women, girls, men and boys sensitized on SGBV","i0629161707",NA,"3.3.C: # of (Age >= 18) sensitized on SGBV (incl. influential leaders)","Persons","174",NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","International Rescue Committee","p0000000016","IRC",NA,NA,"UNOCHA","m0540123840","s0490813177","2019-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-02-28","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","[Age] # of women, girls, men and boys sensitized on SGBV","i0629161707",NA,"3.3.C: # of (Age >= 18) sensitized on SGBV (incl. influential leaders)","Persons","248",NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","International Rescue Committee","p0000000016","IRC",NA,NA,"UNOCHA","m1844072799","s0490813177","2019-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-03-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","# of women, girls, men and boys sensitized on SGBV","i0669615389",NA,"3.3.C_SYR: # of women, girls, men and boys sensitized on SGBV (incl. influential leaders)","Persons","120",NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","International Rescue Committee","p0000000016","IRC",NA,NA,"UNOCHA","m0540123840","s0490813177","2019-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-02-28","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","[Gender] # of women, girls, men and boys sensitized on SGBV","i0169713686",NA,"3.3.C: # of Female sensitized on SGBV (incl. influential leaders)","Persons","248",NA,NA,"Aakar","LBN51","Akkar","2",NA,NA,NA,"Aakar","International Rescue Committee","p0000000016","IRC",NA,NA,"UNOCHA","m1844072799","s0490813177","2019-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-02-28","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","[Gender] # of women, girls, men and boys sensitized on SGBV","i0169713686",NA,"3.3.C: # of Female sensitized on SGBV (incl. influential leaders)","Persons","22",NA,NA,"Bent Jbayl","LBN41","Nabatiye","9",NA,NA,NA,"Bent Jbayl","Intersos","p0000000295","Intersos",NA,NA,"UNHCR","m0735904535","s0557454778","2019-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-02-28","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","# of women, girls, men and boys sensitized on SGBV","i0669615389",NA,"3.3.C_SYR: # of women, girls, men and boys sensitized on SGBV (incl. influential leaders)","Persons","20",NA,NA,"Bent Jbayl","LBN41","Nabatiye","9",NA,NA,NA,"Bent Jbayl","Intersos","p0000000295","Intersos",NA,NA,"UNHCR","m0735904535","s0557454778","2019-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-03-31","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","# of women, girls, men and boys sensitized on SGBV","i0669615389",NA,"3.3.C_SYR: # of women, girls, men and boys sensitized on SGBV (incl. influential leaders)","Persons","6",NA,NA,"Bent Jbayl","LBN41","Nabatiye","9",NA,NA,NA,"Bent Jbayl","Intersos","p0000000295","Intersos",NA,NA,"UNHCR","m2004145551","s0557454778","2019-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
"2019-02-28","OUTPUT 3.3: Protective environment through active community engagement in practices that reduce vulnerability to SGBV promoted","OUTCOME 3: Reduce SGBV risks and improve access to quality services","Indicator: 3.3.C","[Age] # of women, girls, men and boys sensitized on SGBV","i0629161707",NA,"3.3.C: # of (Age >= 18) sensitized on SGBV (incl. influential leaders)","Persons","14",NA,NA,"Bent Jbayl","LBN41","Nabatiye","9",NA,NA,NA,"Bent Jbayl","Intersos","p0000000295","Intersos",NA,NA,"UNHCR","m0735904535","s0557454778","2019-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10169,"LCRP-2019-R SGBV"
